País,Fecha,Valor_x,EREER_IX,PCPI_IX
US,2023-11-01,160940939.595188,129.152790148102,140.813233328212
US,2023-11-01,302669894.4578576,129.152790148102,140.813233328212
US,2023-11-01,1110628506.8530223,129.152790148102,140.813233328212
US,2023-11-01,3453421337.4138875,129.152790148102,140.813233328212
US,2023-11-01,7334737882.059019,129.152790148102,140.813233328212
US,2023-12-01,534557.8239543899,127.223253515895,140.673360681111
US,2023-12-01,1244855.152249496,127.223253515895,140.673360681111
US,2023-12-01,22704846.243,127.223253515895,140.673360681111
US,2023-12-01,69221764.91795598,127.223253515895,140.673360681111
US,2023-12-01,182328080.971373,127.223253515895,140.673360681111
US,2023-12-01,276768318.723776,127.223253515895,140.673360681111
US,2023-12-01,1589957373.0087624,127.223253515895,140.673360681111
US,2023-12-01,3387929717.573004,127.223253515895,140.673360681111
US,2023-12-01,7099967487.10573,127.223253515895,140.673360681111
US,2024-01-01,591803.1420486491,128.83526133331,141.37335
US,2024-01-01,14193991.9898,128.83526133331,141.37335
US,2024-01-01,60339502.797404476,128.83526133331,141.37335
US,2024-01-01,173817611.441209,128.83526133331,141.37335
US,2024-01-01,645819659.1656933,128.83526133331,141.37335
US,2024-01-01,1218835718.751799,128.83526133331,141.37335
US,2024-01-01,4240311818.028306,128.83526133331,141.37335
US,2024-01-01,9679213130.832827,128.83526133331,141.37335
US,2024-02-01,460376.3106629977,129.524923965137,142.2215901
US,2024-02-01,21684946.9655,129.524923965137,142.2215901
US,2024-02-01,41522863.75394035,129.524923965137,142.2215901
US,2024-02-01,122747174.686385,129.524923965137,142.2215901
US,2024-02-01,342264524.41215485,129.524923965137,142.2215901
US,2024-02-01,1887886280.615524,129.524923965137,142.2215901
US,2024-02-01,3902332424.92934,129.524923965137,142.2215901
US,2024-02-01,8829194341.41534,129.524923965137,142.2215901
US,2024-03-01,1257773.9572268084,129.249114066826,143.2647
US,2024-03-01,62430397.5126,129.249114066826,143.2647
US,2024-03-01,96837318.74751385,129.249114066826,143.2647
US,2024-03-01,266819401.188669,129.249114066826,143.2647
US,2024-03-01,533005824.33735764,129.249114066826,143.2647
US,2024-03-01,2968828099.1428714,129.249114066826,143.2647
US,2024-03-01,5622322663.2766695,129.249114066826,143.2647
US,2024-03-01,12628587444.68059,129.249114066826,143.2647
