País,Fecha,Valor_x,EREER_IX,PCPI_IX
US,2020-03-01,59146610.190079994,120.582337127209,118.371240349361
US,2020-03-01,135210314.79663464,120.582337127209,118.371240349361
US,2020-03-01,252544034.96087968,120.582337127209,118.371240349361
US,2020-04-01,15643672.842462877,123.017688587499,117.57969874642
US,2020-04-01,16206975.153026,123.017688587499,117.57969874642
US,2020-04-01,40228807.125025004,123.017688587499,117.57969874642
US,2020-04-01,101993203.35410033,123.017688587499,117.57969874642
US,2020-04-01,158663109.2942592,123.017688587499,117.57969874642
US,2020-05-01,6931.8987910000005,122.274200271364,117.581991740635
US,2020-05-01,15116104.955434,122.274200271364,117.581991740635
US,2020-05-01,16083033.18238736,122.274200271364,117.581991740635
US,2020-05-01,24386102.342263002,122.274200271364,117.581991740635
US,2020-05-01,149360791.24996984,122.274200271364,117.581991740635
US,2020-05-01,205661232.16607824,122.274200271364,117.581991740635
US,2020-06-01,150127.467321,119.466934158392,118.225405917301
US,2020-06-01,1132809.136192048,119.466934158392,118.225405917301
US,2020-06-01,12681190.888027748,119.466934158392,118.225405917301
US,2020-06-01,18783091.278895,119.466934158392,118.225405917301
US,2020-06-01,25470936.188149,119.466934158392,118.225405917301
US,2020-06-01,124832233.14309433,119.466934158392,118.225405917301
US,2020-06-01,169423875.24779168,119.466934158392,118.225405917301
US,2020-07-01,69677.514535,119.253776939789,118.823418808514
US,2020-07-01,10261726.998825846,119.253776939789,118.823418808514
US,2020-07-01,14603472.913065657,119.253776939789,118.823418808514
US,2020-07-01,48501137.996927,119.253776939789,118.823418808514
US,2020-07-01,53690296.879176,119.253776939789,118.823418808514
US,2020-07-01,187062782.71819505,119.253776939789,118.823418808514
US,2020-07-01,364214886.9213268,119.253776939789,118.823418808514
US,2020-08-01,18539.225692,117.640834584013,119.198094063209
US,2020-08-01,20851583.86072324,117.640834584013,119.198094063209
US,2020-08-01,22601300.492452074,117.640834584013,119.198094063209
US,2020-08-01,71649433.880135,117.640834584013,119.198094063209
US,2020-08-01,121482380.267305,117.640834584013,119.198094063209
US,2020-08-01,352043362.8334633,117.640834584013,119.198094063209
US,2020-08-01,532223836.98424286,117.640834584013,119.198094063209
US,2020-09-01,85763.810747,117.033705991188,119.364106844358
US,2020-09-01,18523602.72106891,117.033705991188,119.364106844358
US,2020-09-01,30696881.78152378,117.033705991188,119.364106844358
US,2020-09-01,63109680.419934,117.033705991188,119.364106844358
US,2020-09-01,373981280.240975,117.033705991188,119.364106844358
US,2020-09-01,426647934.6108861,117.033705991188,119.364106844358
US,2020-09-01,528089257.70176715,117.033705991188,119.364106844358
US,2020-10-01,28236.992728,116.321054927082,119.413635519398
US,2020-10-01,11357766.64531111,116.321054927082,119.413635519398
US,2020-10-01,15206290.374659013,116.321054927082,119.413635519398
US,2020-10-01,43518639.130434,116.321054927082,119.413635519398
US,2020-10-01,157107496.296627,116.321054927082,119.413635519398
US,2020-10-01,383775864.83826786,116.321054927082,119.413635519398
US,2020-10-01,577126746.3258345,116.321054927082,119.413635519398
US,2020-11-01,68225.394082,114.946695539717,119.340718303368
US,2020-11-01,6692778.038801307,114.946695539717,119.340718303368
US,2020-11-01,30791187.334513135,114.946695539717,119.340718303368
US,2020-11-01,135572205.960438,114.946695539717,119.340718303368
US,2020-11-01,227643974.15670002,114.946695539717,119.340718303368
US,2020-11-01,726804141.8225123,114.946695539717,119.340718303368
US,2020-11-01,1297570642.3900826,114.946695539717,119.340718303368
US,2020-12-01,309380.533863,112.888524033287,119.453075019892
US,2020-12-01,9604277.820930313,112.888524033287,119.453075019892
US,2020-12-01,52780072.85558742,112.888524033287,119.453075019892
US,2020-12-01,291333589.456556,112.888524033287,119.453075019892
US,2020-12-01,336321916.447063,112.888524033287,119.453075019892
US,2020-12-01,1400376626.261546,112.888524033287,119.453075019892
US,2020-12-01,1820697101.772327,112.888524033287,119.453075019892
US,2021-01-01,3068183.835898,112.092275303447,119.961202537886
US,2021-01-01,20770353.397706907,112.092275303447,119.961202537886
US,2021-01-01,147501523.73564672,112.092275303447,119.961202537886
US,2021-01-01,959925013.16241,112.092275303447,119.961202537886
US,2021-01-01,1676553527.14677,112.092275303447,119.961202537886
US,2021-01-01,2312665290.4362617,112.092275303447,119.961202537886
US,2021-01-01,3691069966.910952,112.092275303447,119.961202537886
US,2021-02-01,11738862.364649,112.711976965191,120.617916080998
US,2021-02-01,33400135.878570832,112.711976965191,120.617916080998
US,2021-02-01,239326775.82297808,112.711976965191,120.617916080998
US,2021-02-01,1124279844.741196,112.711976965191,120.617916080998
US,2021-02-01,1917711128.922565,112.711976965191,120.617916080998
US,2021-02-01,2415548129.4955688,112.711976965191,120.617916080998
US,2021-02-01,3270835552.52154,112.711976965191,120.617916080998
US,2021-03-01,21521805.50805053,114.489008448603,121.472285725423
US,2021-03-01,28000454.047941,114.489008448603,121.472285725423
US,2021-03-01,164563699.75160474,114.489008448603,121.472285725423
US,2021-03-01,1247218521.091652,114.489008448603,121.472285725423
US,2021-03-01,1913292111.6355,114.489008448603,121.472285725423
US,2021-03-01,2711517152.6489024,114.489008448603,121.472285725423
US,2021-03-01,3188649707.4596095,114.489008448603,121.472285725423
US,2021-04-01,30268218.113055,114.479305556803,122.470655406536
US,2021-04-01,43545063.749797456,114.479305556803,122.470655406536
US,2021-04-01,284488355.9387334,114.479305556803,122.470655406536
US,2021-04-01,2401634586.454924,114.479305556803,122.470655406536
US,2021-04-01,3416247058.554345,114.479305556803,122.470655406536
US,2021-04-01,3637105375.170777,114.479305556803,122.470655406536
US,2021-04-01,4376207000.67532,114.479305556803,122.470655406536
US,2021-05-01,68912078.36794165,113.445587061617,123.452515529303
US,2021-05-01,75645631.33254,113.445587061617,123.452515529303
US,2021-05-01,482060004.77696353,113.445587061617,123.452515529303
US,2021-05-01,1607925428.513155,113.445587061617,123.452515529303
US,2021-05-01,5088780479.597208,113.445587061617,123.452515529303
US,2021-05-01,5861977138.551446,113.445587061617,123.452515529303
US,2021-05-01,6104033488.072842,113.445587061617,123.452515529303
US,2021-05-01,6431782034.756716,113.445587061617,123.452515529303
US,2021-06-01,9902903.73086,114.391862513704,124.599471235534
US,2021-06-01,13407828.489142828,114.391862513704,124.599471235534
US,2021-06-01,23981551.46963822,114.391862513704,124.599471235534
US,2021-06-01,219547049.93264237,114.391862513704,124.599471235534
US,2021-06-01,868214203.269323,114.391862513704,124.599471235534
US,2021-06-01,1948636048.2413151,114.391862513704,124.599471235534
US,2021-06-01,3270339994.435988,114.391862513704,124.599471235534
US,2021-06-01,3923710128.253439,114.391862513704,124.599471235534
US,2021-06-01,4288274371.575266,114.391862513704,124.599471235534
US,2021-07-01,6581416.371017,115.980594874098,125.198859923276
US,2021-07-01,14507522.849239523,115.980594874098,125.198859923276
US,2021-07-01,39519015.601758406,115.980594874098,125.198859923276
US,2021-07-01,130260338.6591108,115.980594874098,125.198859923276
US,2021-07-01,495310442.983635,115.980594874098,125.198859923276
US,2021-07-01,733712327.144748,115.980594874098,125.198859923276
US,2021-07-01,1284347540.734018,115.980594874098,125.198859923276
US,2021-07-01,2810294883.9007835,115.980594874098,125.198859923276
US,2021-07-01,3145398900.534833,115.980594874098,125.198859923276
US,2021-08-01,15551718.152032001,116.445795984802,125.457509670703
US,2021-08-01,19998621.948381998,116.445795984802,125.457509670703
US,2021-08-01,58664049.50654186,116.445795984802,125.457509670703
US,2021-08-01,65248753.15408977,116.445795984802,125.457509670703
US,2021-08-01,135612149.53907952,116.445795984802,125.457509670703
US,2021-08-01,726116065.302937,116.445795984802,125.457509670703
US,2021-08-01,831141267.188766,116.445795984802,125.457509670703
US,2021-08-01,1973303560.170014,116.445795984802,125.457509670703
US,2021-08-01,3164441918.20459,116.445795984802,125.457509670703
US,2021-08-01,4229943439.073761,116.445795984802,125.457509670703
US,2021-09-01,19506744.48327101,116.642672389626,125.798248611019
US,2021-09-01,28036653.560279,116.642672389626,125.798248611019
US,2021-09-01,66122374.99088357,116.642672389626,125.798248611019
US,2021-09-01,110784871.19192906,116.642672389626,125.798248611019
US,2021-09-01,204025512.12627298,116.642672389626,125.798248611019
US,2021-09-01,944988178.896898,116.642672389626,125.798248611019
US,2021-09-01,1082180789.581975,116.642672389626,125.798248611019
US,2021-09-01,2447743211.178627,116.642672389626,125.798248611019
US,2021-09-01,2873534048.772496,116.642672389626,125.798248611019
US,2021-09-01,3733568430.665449,116.642672389626,125.798248611019
US,2021-10-01,24162474.446416166,117.778755557558,126.843395374113
US,2021-10-01,24570463.520756,117.778755557558,126.843395374113
US,2021-10-01,60835289.62798339,117.778755557558,126.843395374113
US,2021-10-01,79867830.2664315,117.778755557558,126.843395374113
US,2021-10-01,307124960.5421617,117.778755557558,126.843395374113
US,2021-10-01,992953330.395757,117.778755557558,126.843395374113
US,2021-10-01,1988988473.8974311,117.778755557558,126.843395374113
US,2021-10-01,2434436198.4364905,117.778755557558,126.843395374113
US,2021-10-01,3136530911.888105,117.778755557558,126.843395374113
US,2021-10-01,4009970185.9377527,117.778755557558,126.843395374113
US,2021-11-01,11165819.716209717,118.865387291109,127.466631201689
US,2021-11-01,22582881.289776772,118.865387291109,127.466631201689
US,2021-11-01,39436854.297261,118.865387291109,127.466631201689
US,2021-11-01,51458060.06051762,118.865387291109,127.466631201689
US,2021-11-01,67329022.36025532,118.865387291109,127.466631201689
US,2021-11-01,317179974.4571688,118.865387291109,127.466631201689
US,2021-11-01,788481689.873304,118.865387291109,127.466631201689
US,2021-11-01,2693000103.087002,118.865387291109,127.466631201689
US,2021-11-01,3090635333.7981935,118.865387291109,127.466631201689
US,2021-11-01,3876489415.6253,118.865387291109,127.466631201689
US,2021-11-01,4235785507.077608,118.865387291109,127.466631201689
US,2021-12-01,15674712.918202462,120.14251273494,127.858274613573
US,2021-12-01,21214553.502648845,120.14251273494,127.858274613573
US,2021-12-01,42372150.662236996,120.14251273494,127.858274613573
US,2021-12-01,50319975.09116387,120.14251273494,127.858274613573
US,2021-12-01,68723039.80400254,120.14251273494,127.858274613573
US,2021-12-01,203749246.93373504,120.14251273494,127.858274613573
US,2021-12-01,427330657.216808,120.14251273494,127.858274613573
US,2021-12-01,2068504947.646224,120.14251273494,127.858274613573
US,2021-12-01,2099644681.254437,120.14251273494,127.858274613573
US,2021-12-01,4024682849.479573,120.14251273494,127.858274613573
US,2021-12-01,4550786697.576296,120.14251273494,127.858274613573
US,2022-01-01,4760509.262616891,119.790386513708,128.934147499146
US,2022-01-01,14143581.078401921,119.790386513708,128.934147499146
US,2022-01-01,25990183.89621,119.790386513708,128.934147499146
US,2022-01-01,41891324.91479321,119.790386513708,128.934147499146
US,2022-01-01,86163236.23413186,119.790386513708,128.934147499146
US,2022-01-01,129406530.51877606,119.790386513708,128.934147499146
US,2022-01-01,323372661.275504,119.790386513708,128.934147499146
US,2022-01-01,1357118391.734334,119.790386513708,128.934147499146
US,2022-01-01,1774824630.484564,119.790386513708,128.934147499146
US,2022-01-01,2684136826.328071,119.790386513708,128.934147499146
US,2022-01-01,3517376823.4293723,119.790386513708,128.934147499146
US,2022-02-01,4580978.016284282,119.973474121701,130.111829327855
US,2022-02-01,11683439.330728618,119.973474121701,130.111829327855
US,2022-02-01,24270365.911503,119.973474121701,130.111829327855
US,2022-02-01,31851326.494471345,119.973474121701,130.111829327855
US,2022-02-01,33388196.85595805,119.973474121701,130.111829327855
US,2022-02-01,75012014.71904211,119.973474121701,130.111829327855
US,2022-02-01,243647743.770369,119.973474121701,130.111829327855
US,2022-02-01,1083590987.8451746,119.973474121701,130.111829327855
US,2022-02-01,1255788136.49499,119.973474121701,130.111829327855
US,2022-02-01,1671268166.976066,119.973474121701,130.111829327855
US,2022-02-01,3001748965.2871947,119.973474121701,130.111829327855
US,2022-03-01,4774685.6476623155,121.706241842701,131.849001744969
US,2022-03-01,21028256.38670128,121.706241842701,131.849001744969
US,2022-03-01,36228987.18395945,121.706241842701,131.849001744969
US,2022-03-01,39271706.412627004,121.706241842701,131.849001744969
US,2022-03-01,52836921.56917804,121.706241842701,131.849001744969
US,2022-03-01,74981585.34428668,121.706241842701,131.849001744969
US,2022-03-01,420478671.189672,121.706241842701,131.849001744969
US,2022-03-01,1601101480.0947459,121.706241842701,131.849001744969
US,2022-03-01,1637729507.7026665,121.706241842701,131.849001744969
US,2022-03-01,2221233207.306664,121.706241842701,131.849001744969
US,2022-03-01,3836503312.579103,121.706241842701,131.849001744969
US,2022-04-01,7536527.625410397,122.350479745365,132.585052887912
US,2022-04-01,28524683.193653878,122.350479745365,132.585052887912
US,2022-04-01,36565551.72957,122.350479745365,132.585052887912
US,2022-04-01,66009922.740786575,122.350479745365,132.585052887912
US,2022-04-01,67898139.16194344,122.350479745365,132.585052887912
US,2022-04-01,149002943.81779313,122.350479745365,132.585052887912
US,2022-04-01,270547725.487459,122.350479745365,132.585052887912
US,2022-04-01,733304385.7115959,122.350479745365,132.585052887912
US,2022-04-01,1583461538.925986,122.350479745365,132.585052887912
US,2022-04-01,1779589007.634173,122.350479745365,132.585052887912
US,2022-04-01,3474098379.1526637,122.350479745365,132.585052887912
US,2022-05-01,13649332.698532045,125.66426505175,134.046607400409
US,2022-05-01,23231141.67815013,125.66426505175,134.046607400409
US,2022-05-01,72143619.37595056,125.66426505175,134.046607400409
US,2022-05-01,131769587.37785982,125.66426505175,134.046607400409
US,2022-05-01,133546747.62413469,125.66426505175,134.046607400409
US,2022-05-01,294182902.688225,125.66426505175,134.046607400409
US,2022-05-01,803048351.704985,125.66426505175,134.046607400409
US,2022-05-01,1884315497.3455627,125.66426505175,134.046607400409
US,2022-05-01,2378704222.3593173,125.66426505175,134.046607400409
US,2022-05-01,5386668575.632622,125.66426505175,134.046607400409
US,2022-05-01,7651670089.767173,125.66426505175,134.046607400409
US,2022-06-01,5485107.619006037,126.671176508285,135.887881754874
US,2022-06-01,15919341.370719275,126.671176508285,135.887881754874
US,2022-06-01,51254661.40799427,126.671176508285,135.887881754874
US,2022-06-01,62193701.536543,126.671176508285,135.887881754874
US,2022-06-01,68675173.72303016,126.671176508285,135.887881754874
US,2022-06-01,78483949.4224564,126.671176508285,135.887881754874
US,2022-06-01,202614830.065713,126.671176508285,135.887881754874
US,2022-06-01,1387857527.5600815,126.671176508285,135.887881754874
US,2022-06-01,2120827245.995544,126.671176508285,135.887881754874
US,2022-06-01,3725913286.623494,126.671176508285,135.887881754874
US,2022-06-01,3844707292.205603,126.671176508285,135.887881754874
US,2022-07-01,3770046.46072856,128.797464547776,135.871830795371
US,2022-07-01,11737907.619800707,128.797464547776,135.871830795371
US,2022-07-01,35923979.22804365,128.797464547776,135.871830795371
US,2022-07-01,39870205.40206675,128.797464547776,135.871830795371
US,2022-07-01,77684317.17085,128.797464547776,135.871830795371
US,2022-07-01,79274950.25374295,128.797464547776,135.871830795371
US,2022-07-01,182568260.91840202,128.797464547776,135.871830795371
US,2022-07-01,964409107.946978,128.797464547776,135.871830795371
US,2022-07-01,1067632855.4238039,128.797464547776,135.871830795371
US,2022-07-01,1664581352.311465,128.797464547776,135.871830795371
US,2022-07-01,2502023995.599595,128.797464547776,135.871830795371
US,2022-08-01,4408202.629423216,128.532861747091,135.823677916861
US,2022-08-01,6894782.758630797,128.532861747091,135.823677916861
US,2022-08-01,29725867.269533005,128.532861747091,135.823677916861
US,2022-08-01,43969676.56471286,128.532861747091,135.823677916861
US,2022-08-01,51307705.754946,128.532861747091,135.823677916861
US,2022-08-01,54520109.845986985,128.532861747091,135.823677916861
US,2022-08-01,122435993.492508,128.532861747091,135.823677916861
US,2022-08-01,847733562.6315852,128.532861747091,135.823677916861
US,2022-08-01,1067423753.4577131,128.532861747091,135.823677916861
US,2022-08-01,1378864897.697615,128.532861747091,135.823677916861
US,2022-08-01,2418993196.9469614,128.532861747091,135.823677916861
US,2022-09-01,2032773.161904952,131.974943062558,136.115805379823
US,2022-09-01,10937507.712232789,131.974943062558,136.115805379823
US,2022-09-01,23152773.880221993,131.974943062558,136.115805379823
US,2022-09-01,47523430.222683385,131.974943062558,136.115805379823
US,2022-09-01,49230734.094961,131.974943062558,136.115805379823
US,2022-09-01,94156723.597054,131.974943062558,136.115805379823
US,2022-09-01,290101060.4478304,131.974943062558,136.115805379823
US,2022-09-01,749499088.8868995,131.974943062558,136.115805379823
US,2022-09-01,1030574118.0787414,131.974943062558,136.115805379823
US,2022-09-01,1531345969.4499629,131.974943062558,136.115805379823
US,2022-09-01,2798029531.1801095,131.974943062558,136.115805379823
US,2022-10-01,1295913.1259171397,134.133298906252,136.667958386741
US,2022-10-01,5572605.931780491,134.133298906252,136.667958386741
US,2022-10-01,10615667.453858148,134.133298906252,136.667958386741
US,2022-10-01,33614066.04765,134.133298906252,136.667958386741
US,2022-10-01,51101212.88363177,134.133298906252,136.667958386741
US,2022-10-01,86167522.947943,134.133298906252,136.667958386741
US,2022-10-01,292724895.5037995,134.133298906252,136.667958386741
US,2022-10-01,464860216.96887493,134.133298906252,136.667958386741
US,2022-10-01,1306411073.637775,134.133298906252,136.667958386741
US,2022-10-01,1749772101.1541946,134.133298906252,136.667958386741
US,2022-10-01,2976968756.8512073,134.133298906252,136.667958386741
US,2022-11-01,1859070.8211055652,131.205258711386,136.529920135012
US,2022-11-01,8428755.238990575,131.205258711386,136.529920135012
US,2022-11-01,24124662.23454576,131.205258711386,136.529920135012
US,2022-11-01,49109166.381504,131.205258711386,136.529920135012
US,2022-11-01,127322350.14148754,131.205258711386,136.529920135012
US,2022-11-01,198399821.241056,131.205258711386,136.529920135012
US,2022-11-01,206440028.4032195,131.205258711386,136.529920135012
US,2022-11-01,234910065.21632,131.205258711386,136.529920135012
US,2022-11-01,1197375731.408856,131.205258711386,136.529920135012
US,2022-11-01,2095077971.000346,131.205258711386,136.529920135012
US,2022-11-01,2329777806.688656,131.205258711386,136.529920135012
US,2022-11-01,6553009059.693909,131.205258711386,136.529920135012
US,2022-12-01,5419358.658753876,128.067757039284,136.110760792551
US,2022-12-01,18174958.806752,128.067757039284,136.110760792551
US,2022-12-01,65071618.454191014,128.067757039284,136.110760792551
US,2022-12-01,73960973.78114942,128.067757039284,136.110760792551
US,2022-12-01,110026945.868904,128.067757039284,136.110760792551
US,2022-12-01,199617144.329113,128.067757039284,136.110760792551
US,2022-12-01,524087347.6145929,128.067757039284,136.110760792551
US,2022-12-01,1655263510.8434753,128.067757039284,136.110760792551
US,2022-12-01,3792176755.2081246,128.067757039284,136.110760792551
US,2023-01-01,6701431.821003589,125.715125915203,137.199015846883
US,2023-01-01,7291659.306841314,125.715125915203,137.199015846883
US,2023-01-01,21806630.063724414,125.715125915203,137.199015846883
US,2023-01-01,75607765.98295029,125.715125915203,137.199015846883
US,2023-01-01,83049406.0442898,125.715125915203,137.199015846883
US,2023-01-01,148316621.866763,125.715125915203,137.199015846883
US,2023-01-01,192187220.988426,125.715125915203,137.199015846883
US,2023-01-01,578424157.335448,125.715125915203,137.199015846883
US,2023-01-01,2787385131.739558,125.715125915203,137.199015846883
US,2023-01-01,4009032570.626715,125.715125915203,137.199015846883
US,2023-02-01,9427467.777408663,126.411733303184,137.964875914618
US,2023-02-01,13259537.419303412,126.411733303184,137.964875914618
US,2023-02-01,23022244.909237545,126.411733303184,137.964875914618
US,2023-02-01,66121553.50042016,126.411733303184,137.964875914618
US,2023-02-01,76587014.53287879,126.411733303184,137.964875914618
US,2023-02-01,122707733.843166,126.411733303184,137.964875914618
US,2023-02-01,326929519.064247,126.411733303184,137.964875914618
US,2023-02-01,574365283.3797503,126.411733303184,137.964875914618
US,2023-02-01,3037538572.8175955,126.411733303184,137.964875914618
US,2023-02-01,4540352168.812562,126.411733303184,137.964875914618
US,2023-03-01,13941684.568594921,126.945003330659,138.421640362201
US,2023-03-01,32648239.8570434,126.945003330659,138.421640362201
US,2023-03-01,36506862.24895295,126.945003330659,138.421640362201
US,2023-03-01,67651085.11708018,126.945003330659,138.421640362201
US,2023-03-01,144377820.04016802,126.945003330659,138.421640362201
US,2023-03-01,160029357.7898486,126.945003330659,138.421640362201
US,2023-03-01,825351625.277465,126.945003330659,138.421640362201
US,2023-03-01,953332825.8136243,126.945003330659,138.421640362201
US,2023-03-01,4242090596.407361,126.945003330659,138.421640362201
US,2023-03-01,5755116676.1418085,126.945003330659,138.421640362201
US,2023-04-01,3710776.019560766,125.796742782799,139.121920795394
US,2023-04-01,24346156.776011024,125.796742782799,139.121920795394
US,2023-04-01,29618363.86787295,125.796742782799,139.121920795394
US,2023-04-01,51219955.20131051,125.796742782799,139.121920795394
US,2023-04-01,118533714.5104068,125.796742782799,139.121920795394
US,2023-04-01,145114599.310673,125.796742782799,139.121920795394
US,2023-04-01,162827459.4677,125.796742782799,139.121920795394
US,2023-04-01,861720986.6027428,125.796742782799,139.121920795394
US,2023-04-01,2171601975.1802297,125.796742782799,139.121920795394
US,2023-04-01,2505666896.211819,125.796742782799,139.121920795394
US,2023-05-01,2076659.8432255434,126.363458365675,139.472290311412
US,2023-05-01,7561343.11670127,126.363458365675,139.472290311412
US,2023-05-01,45374935.371591456,126.363458365675,139.472290311412
US,2023-05-01,64565550.67668906,126.363458365675,139.472290311412
US,2023-05-01,70490659.808542,126.363458365675,139.472290311412
US,2023-05-01,124546188.47628726,126.363458365675,139.472290311412
US,2023-05-01,193721678.2679,126.363458365675,139.472290311412
US,2023-05-01,396322847.3867887,126.363458365675,139.472290311412
US,2023-05-01,1964618158.2680125,126.363458365675,139.472290311412
US,2023-05-01,2483543134.0564713,126.363458365675,139.472290311412
US,2023-06-01,2569727.222022049,126.694706386955,139.922634375193
US,2023-06-01,2896170.7372195115,126.694706386955,139.922634375193
US,2023-06-01,33080956.08930344,126.694706386955,139.922634375193
US,2023-06-01,68116915.40254365,126.694706386955,139.922634375193
US,2023-06-01,89550246.72466101,126.694706386955,139.922634375193
US,2023-06-01,161509280.988583,126.694706386955,139.922634375193
US,2023-06-01,267890344.70322466,126.694706386955,139.922634375193
US,2023-06-01,510311075.12716377,126.694706386955,139.922634375193
US,2023-06-01,2608663650.1800256,126.694706386955,139.922634375193
US,2023-06-01,3077001376.129018,126.694706386955,139.922634375193
US,2023-07-01,1179432.1002937967,125.606485664973,140.189538901793
US,2023-07-01,2108113.2829607963,125.606485664973,140.189538901793
US,2023-07-01,2497672.736343599,125.606485664973,140.189538901793
US,2023-07-01,44161308.14889019,125.606485664973,140.189538901793
US,2023-07-01,51686314.6033,125.606485664973,140.189538901793
US,2023-07-01,115132079.466472,125.606485664973,140.189538901793
US,2023-07-01,335830953.3648944,125.606485664973,140.189538901793
US,2023-07-01,581222024.9691373,125.606485664973,140.189538901793
US,2023-07-01,2201668237.2285743,125.606485664973,140.189538901793
US,2023-07-01,3012450359.5311246,125.606485664973,140.189538901793
US,2023-08-01,1000417.3029529437,127.509149469659,140.801768357138
US,2023-08-01,3162740.253071445,127.509149469659,140.801768357138
US,2023-08-01,19161834.3174,127.509149469659,140.801768357138
US,2023-08-01,39921161.09470314,127.509149469659,140.801768357138
US,2023-08-01,122310382.100239,127.509149469659,140.801768357138
US,2023-08-01,243620508.27823493,127.509149469659,140.801768357138
US,2023-08-01,877103595.2731141,127.509149469659,140.801768357138
US,2023-08-01,2743360227.637997,127.509149469659,140.801768357138
US,2023-08-01,4528783881.948336,127.509149469659,140.801768357138
US,2023-09-01,434649.0917419183,129.493672265285,141.151679274313
US,2023-09-01,1254886.462093136,129.493672265285,141.151679274313
US,2023-09-01,12512660.1943,129.493672265285,141.151679274313
US,2023-09-01,45211478.068413,129.493672265285,141.151679274313
US,2023-09-01,88265947.707389,129.493672265285,141.151679274313
US,2023-09-01,305165025.1659987,129.493672265285,141.151679274313
US,2023-09-01,709448701.3605336,129.493672265285,141.151679274313
US,2023-09-01,2396305257.6685195,129.493672265285,141.151679274313
US,2023-09-01,2805111001.047635,129.493672265285,141.151679274313
US,2023-10-01,711202.1739630091,131.042268611132,141.097564610845
US,2023-10-01,2015024.1304926677,131.042268611132,141.097564610845
US,2023-10-01,14636846.0106,131.042268611132,141.097564610845
US,2023-10-01,50985849.8020551,131.042268611132,141.097564610845
US,2023-10-01,103965608.771034,131.042268611132,141.097564610845
US,2023-10-01,244556574.81395572,131.042268611132,141.097564610845
US,2023-10-01,905811481.0717822,131.042268611132,141.097564610845
US,2023-10-01,2770981226.379221,131.042268611132,141.097564610845
US,2023-10-01,3766425091.3108425,131.042268611132,141.097564610845
US,2023-11-01,480826.9829922419,129.152790148102,140.813233328212
US,2023-11-01,6390430.728979421,129.152790148102,140.813233328212
US,2023-11-01,18769615.6538,129.152790148102,140.813233328212
US,2023-11-01,50994673.21900126,129.152790148102,140.813233328212
