exchange,crypto,fiat,market_type,time,candle_usd_volume
binance,usdt,ars,spot,2023-04,126129.43402749699
binance,usdt,ars,spot,2023-05,3217470.6296800873
binance,usdt,ars,spot,2023-06,6311905.493863895
binance,usdt,ars,spot,2023-07,9106520.657626903
binance,usdt,ars,spot,2023-08,11085034.201154947
binance,usdt,ars,spot,2023-09,7754741.098498333
binance,usdt,ars,spot,2023-10,13384244.533524342
binance,usdt,ars,spot,2023-11,15909209.847789228
binance,usdt,ars,spot,2023-12,21089875.30132661
binance,usdt,ars,spot,2024-01,19845871.239584044
binance,usdt,ars,spot,2024-02,32412057.713234063
binance,usdt,ars,spot,2024-03,68725637.83634166
binance,usdt,ars,spot,2024-04,41727851.858979434
binance,usdt,brl,spot,2020-10,2419719.462529092
binance,usdt,brl,spot,2020-11,11101812.857559172
binance,usdt,brl,spot,2020-12,20155080.113506734
binance,usdt,brl,spot,2021-01,60943919.18307456
binance,usdt,brl,spot,2021-02,130237468.62251987
binance,usdt,brl,spot,2021-03,271269189.6276424
binance,usdt,brl,spot,2021-04,409762136.3384663
binance,usdt,brl,spot,2021-05,659640785.9487809
binance,usdt,brl,spot,2021-06,359642154.6248547
binance,usdt,brl,spot,2021-07,366677878.9192554
binance,usdt,brl,spot,2021-08,588395637.0839435
binance,usdt,brl,spot,2021-09,636701938.4603257
binance,usdt,brl,spot,2021-10,969655102.7306837
binance,usdt,brl,spot,2021-11,988624077.3202857
binance,usdt,brl,spot,2021-12,745828531.7529422
binance,usdt,brl,spot,2022-01,560329631.3950205
binance,usdt,brl,spot,2022-02,473841621.5485288
binance,usdt,brl,spot,2022-03,616297308.4280608
binance,usdt,brl,spot,2022-04,699280433.365812
binance,usdt,brl,spot,2022-05,638837760.8106713
binance,usdt,brl,spot,2022-06,461761117.2942265
binance,usdt,brl,spot,2022-07,305327634.716845
binance,usdt,brl,spot,2022-08,386490037.605612
binance,usdt,brl,spot,2022-09,303640359.41754925
binance,usdt,brl,spot,2022-10,255147235.07979086
binance,usdt,brl,spot,2022-11,391189795.29339504
binance,usdt,brl,spot,2022-12,241599949.86494213
binance,usdt,brl,spot,2023-01,251593540.62428233
binance,usdt,brl,spot,2023-02,264428465.77372164
binance,usdt,brl,spot,2023-03,342980780.6124225
binance,usdt,brl,spot,2023-04,240595628.83687502
binance,usdt,brl,spot,2023-05,228728984.93821442
binance,usdt,brl,spot,2023-06,231410576.58971643
binance,usdt,brl,spot,2023-07,235621770.35201687
binance,usdt,brl,spot,2023-08,239564626.01496604
binance,usdt,brl,spot,2023-09,212031458.55571342
binance,usdt,brl,spot,2023-10,235975148.83464828
binance,usdt,brl,spot,2023-11,271570345.0622209
binance,usdt,brl,spot,2023-12,373322719.5455125
binance,usdt,brl,spot,2024-01,422684529.1323851
binance,usdt,brl,spot,2024-02,416372250.54198176
binance,usdt,brl,spot,2024-03,763588552.3340056
binance,usdt,brl,spot,2024-04,452127940.1182467
binance,usdt,ngn,spot,2020-09,16965027.36042696
binance,usdt,ngn,spot,2020-10,37930638.40209755
binance,usdt,ngn,spot,2020-11,90965851.40851817
binance,usdt,ngn,spot,2020-12,165914872.03398728
binance,usdt,ngn,spot,2021-01,276710255.1788612
binance,usdt,ngn,spot,2021-02,109454428.28147617
binance,usdt,ngn,spot,2021-03,26400299.420775138
binance,usdt,ngn,spot,2021-04,18318050.88085994
binance,usdt,ngn,spot,2021-05,18780627.829665635
binance,usdt,ngn,spot,2021-06,9253724.551627008
binance,usdt,ngn,spot,2021-07,8829441.30743138
binance,usdt,ngn,spot,2021-08,6502987.625791685
binance,usdt,ngn,spot,2021-09,6902843.287252887
binance,usdt,ngn,spot,2021-10,7819864.416153037
binance,usdt,ngn,spot,2021-11,5199596.368046111
binance,usdt,ngn,spot,2021-12,2617655.5817322484
binance,usdt,ngn,spot,2022-01,2279330.9802631107
binance,usdt,ngn,spot,2022-02,1991708.417484078
binance,usdt,ngn,spot,2022-03,2377082.7711154837
binance,usdt,ngn,spot,2022-04,2567735.3480677158
binance,usdt,ngn,spot,2022-05,2862119.8881107876
binance,usdt,ngn,spot,2022-06,2730635.9505727915
binance,usdt,ngn,spot,2022-07,2633987.2183814226
binance,usdt,ngn,spot,2022-08,3414725.7980507207
binance,usdt,ngn,spot,2022-09,2394593.376875844
binance,usdt,ngn,spot,2022-10,1823319.2836816194
binance,usdt,ngn,spot,2022-11,10173805.856222903
binance,usdt,ngn,spot,2022-12,7736228.9965844415
binance,usdt,ngn,spot,2023-01,6258928.234752292
binance,usdt,ngn,spot,2023-02,7620109.7177464245
binance,usdt,ngn,spot,2023-03,10486215.1967877
binance,usdt,ngn,spot,2023-04,13385155.68159069
binance,usdt,ngn,spot,2023-05,14009226.03006272
binance,usdt,ngn,spot,2023-06,16873774.375060327
binance,usdt,ngn,spot,2023-07,18794900.45205721
binance,usdt,ngn,spot,2023-08,29613152.616707508
binance,usdt,ngn,spot,2023-09,20913811.7642931
binance,usdt,ngn,spot,2023-10,23468183.781061783
binance,usdt,ngn,spot,2023-11,22843899.775902182
binance,usdt,ngn,spot,2023-12,27576497.070859194
binance,usdt,ngn,spot,2024-01,24660747.413686246
binance,usdt,ngn,spot,2024-02,38982904.39650157
binance,usdt,ngn,spot,2024-03,14177409.137754556
binance,usdt,pln,spot,2023-04,5828820.417480162
binance,usdt,pln,spot,2023-05,12450223.164919684
binance,usdt,pln,spot,2023-06,13683603.664442355
binance,usdt,pln,spot,2023-07,14687597.766885513
binance,usdt,pln,spot,2023-08,21669571.058644436
binance,usdt,pln,spot,2023-09,16862293.78044065
binance,usdt,pln,spot,2023-10,21687925.716614358
binance,usdt,pln,spot,2023-11,30428936.8838756
binance,usdt,pln,spot,2023-12,37437691.54421753
binance,usdt,pln,spot,2024-01,43690673.61703405
binance,usdt,pln,spot,2024-02,36279901.25105876
binance,usdt,pln,spot,2024-03,73730892.29604013
binance,usdt,pln,spot,2024-04,46536220.44356519
binance,usdt,ron,spot,2023-04,645971.7124272584
binance,usdt,ron,spot,2023-05,1995510.8937851125
binance,usdt,ron,spot,2023-06,2871301.967469417
binance,usdt,ron,spot,2023-07,3082259.2638916587
binance,usdt,ron,spot,2023-08,3906290.005582576
binance,usdt,ron,spot,2023-09,5034593.627536789
binance,usdt,ron,spot,2023-10,7999114.766350329
binance,usdt,ron,spot,2023-11,10596844.776905516
binance,usdt,ron,spot,2023-12,11982195.169367997
binance,usdt,ron,spot,2024-01,9087140.469160587
binance,usdt,ron,spot,2024-02,8454932.597775808
binance,usdt,ron,spot,2024-03,18118971.188332647
binance,usdt,ron,spot,2024-04,10193543.290401386
binance,usdt,rub,spot,2019-12,333916.0977807949
binance,usdt,rub,spot,2020-01,1618439.2775336802
binance,usdt,rub,spot,2020-02,4138211.739766258
binance,usdt,rub,spot,2020-03,12383175.698231727
binance,usdt,rub,spot,2020-04,4716016.6145540625
binance,usdt,rub,spot,2020-05,5747017.146798526
binance,usdt,rub,spot,2020-06,5710844.960013396
binance,usdt,rub,spot,2020-07,6594260.962822829
binance,usdt,rub,spot,2020-08,20921484.098218165
binance,usdt,rub,spot,2020-09,17814496.27099277
binance,usdt,rub,spot,2020-10,10863840.448964594
binance,usdt,rub,spot,2020-11,17431750.145947654
binance,usdt,rub,spot,2020-12,36033307.78184214
binance,usdt,rub,spot,2021-01,39216696.80571609
binance,usdt,rub,spot,2021-02,55867783.9706169
binance,usdt,rub,spot,2021-03,74739334.41512775
binance,usdt,rub,spot,2021-04,146790248.95299605
binance,usdt,rub,spot,2021-05,312979576.89328307
binance,usdt,rub,spot,2021-06,96434865.91708292
binance,usdt,rub,spot,2021-07,115671032.44864462
binance,usdt,rub,spot,2021-08,144558152.93243742
binance,usdt,rub,spot,2021-09,131039146.88927987
binance,usdt,rub,spot,2021-10,141954506.82236063
binance,usdt,rub,spot,2021-11,188967489.8590779
binance,usdt,rub,spot,2021-12,143354941.16331992
binance,usdt,rub,spot,2022-01,145076754.0178994
binance,usdt,rub,spot,2022-02,190827986.72910562
binance,usdt,rub,spot,2022-03,333575784.68171674
binance,usdt,rub,spot,2022-04,76307770.7887203
binance,usdt,rub,spot,2022-05,122472802.89754328
binance,usdt,rub,spot,2022-06,214804178.41036168
binance,usdt,rub,spot,2022-07,110110757.48796034
binance,usdt,rub,spot,2022-08,66083057.23197052
binance,usdt,rub,spot,2022-09,57371942.29195357
binance,usdt,rub,spot,2022-10,67970718.51841338
binance,usdt,rub,spot,2022-11,76595086.83070175
binance,usdt,rub,spot,2022-12,79372671.86189263
binance,usdt,rub,spot,2023-01,40935234.11675978
binance,usdt,rub,spot,2023-02,33116991.19328402
binance,usdt,rub,spot,2023-03,31492331.877685826
binance,usdt,rub,spot,2023-04,37367266.260823116
binance,usdt,rub,spot,2023-05,38538806.16680861
binance,usdt,rub,spot,2023-06,46498246.653372355
binance,usdt,rub,spot,2023-07,48806890.29655786
binance,usdt,rub,spot,2023-08,57721814.15024218
binance,usdt,rub,spot,2023-09,24925885.886140462
binance,usdt,rub,spot,2023-10,25916483.722278435
binance,usdt,rub,spot,2023-11,31037571.34779406
binance,usdt,rub,spot,2023-12,9560328.665416492
binance,usdt,rub,spot,2024-01,6013221.751015673
binance,usdt,try,spot,2019-12,56391.54966320091
binance,usdt,try,spot,2020-01,1274958.9599713795
binance,usdt,try,spot,2020-02,4614736.196728308
binance,usdt,try,spot,2020-03,19539397.66580247
binance,usdt,try,spot,2020-04,14638169.424494686
binance,usdt,try,spot,2020-05,21904455.174860924
binance,usdt,try,spot,2020-06,13086561.671624454
binance,usdt,try,spot,2020-07,16057350.081569752
binance,usdt,try,spot,2020-08,36636641.86316357
binance,usdt,try,spot,2020-09,30708246.851244673
binance,usdt,try,spot,2020-10,28988278.246664893
binance,usdt,try,spot,2020-11,90101233.68752824
binance,usdt,try,spot,2020-12,97836386.74042493
binance,usdt,try,spot,2021-01,363062812.9356144
binance,usdt,try,spot,2021-02,1089038410.29387
binance,usdt,try,spot,2021-03,2288170457.7173367
binance,usdt,try,spot,2021-04,4035646337.138043
binance,usdt,try,spot,2021-05,3901020750.7185054
binance,usdt,try,spot,2021-06,1871896797.0983796
binance,usdt,try,spot,2021-07,1427291453.5852058
binance,usdt,try,spot,2021-08,2744023374.208643
binance,usdt,try,spot,2021-09,3300990601.856654
binance,usdt,try,spot,2021-10,4370159973.60662
binance,usdt,try,spot,2021-11,5480825963.566594
binance,usdt,try,spot,2021-12,5604018676.110296
binance,usdt,try,spot,2022-01,2155545848.487423
binance,usdt,try,spot,2022-02,1697084062.891355
binance,usdt,try,spot,2022-03,2423594196.8397183
binance,usdt,try,spot,2022-04,2354096572.679129
binance,usdt,try,spot,2022-05,2720872157.0634
binance,usdt,try,spot,2022-06,2181048825.114524
binance,usdt,try,spot,2022-07,1693557135.455526
binance,usdt,try,spot,2022-08,1724136105.2821927
binance,usdt,try,spot,2022-09,1527558108.141942
binance,usdt,try,spot,2022-10,1394821229.0256636
binance,usdt,try,spot,2022-11,1905178809.6326349
binance,usdt,try,spot,2022-12,1117559815.4469097
binance,usdt,try,spot,2023-01,1675317310.8295197
binance,usdt,try,spot,2023-02,1884214519.4096844
binance,usdt,try,spot,2023-03,2318068671.6147814
binance,usdt,try,spot,2023-04,2973567608.4881644
binance,usdt,try,spot,2023-05,2587937987.186116
binance,usdt,try,spot,2023-06,2380700854.9340816
binance,usdt,try,spot,2023-07,1775964280.4628618
binance,usdt,try,spot,2023-08,2009570869.5087233
binance,usdt,try,spot,2023-09,1946018988.5722735
binance,usdt,try,spot,2023-10,2139219611.4117835
binance,usdt,try,spot,2023-11,2946966110.381582
binance,usdt,try,spot,2023-12,3562539161.6111293
binance,usdt,try,spot,2024-01,3294539284.909924
binance,usdt,try,spot,2024-02,3163142803.917554
binance,usdt,try,spot,2024-03,5321123505.513153
binance,usdt,try,spot,2024-04,2380318949.567638
binance,usdt,uah,spot,2020-06,99845.76553226935
binance,usdt,uah,spot,2020-07,722623.0434066427
binance,usdt,uah,spot,2020-08,2094930.9134329779
binance,usdt,uah,spot,2020-09,3601528.639052707
binance,usdt,uah,spot,2020-10,2494189.9099531597
binance,usdt,uah,spot,2020-11,4469766.446343494
binance,usdt,uah,spot,2020-12,6065208.153011499
binance,usdt,uah,spot,2021-01,10171468.217610093
binance,usdt,uah,spot,2021-02,14615099.993883213
binance,usdt,uah,spot,2021-03,14360886.495907463
binance,usdt,uah,spot,2021-04,36889996.80302976
binance,usdt,uah,spot,2021-05,89478971.73207521
binance,usdt,uah,spot,2021-06,86626736.36199507
binance,usdt,uah,spot,2021-07,83387441.32952209
binance,usdt,uah,spot,2021-08,106469965.75467457
binance,usdt,uah,spot,2021-09,216779966.72132343
binance,usdt,uah,spot,2021-10,178073587.7731751
binance,usdt,uah,spot,2021-11,80706104.17967571
binance,usdt,uah,spot,2021-12,53466096.16512351
binance,usdt,uah,spot,2022-01,58436115.62742648
binance,usdt,uah,spot,2022-02,67192600.84834772
binance,usdt,uah,spot,2022-03,211169747.77723366
binance,usdt,uah,spot,2022-04,123926708.92843182
binance,usdt,uah,spot,2022-05,144455926.7304167
binance,usdt,uah,spot,2022-06,106867520.14194031
binance,usdt,uah,spot,2022-07,97452847.02249436
binance,usdt,uah,spot,2022-08,46362090.377100736
binance,usdt,uah,spot,2022-09,34098220.86103366
binance,usdt,uah,spot,2022-10,29548310.05767578
binance,usdt,uah,spot,2022-11,40673390.45658754
binance,usdt,uah,spot,2022-12,30493094.883007422
binance,usdt,uah,spot,2023-01,25470816.87808056
binance,usdt,uah,spot,2023-02,22861334.039963298
binance,usdt,uah,spot,2023-03,33891482.749225676
binance,usdt,uah,spot,2023-04,71254918.8963153
binance,usdt,uah,spot,2023-05,21955296.146873664
binance,usdt,uah,spot,2023-06,6562495.490053793
binance,usdt,uah,spot,2023-07,6480268.834607621
binance,usdt,uah,spot,2023-08,8428090.302170746
binance,usdt,uah,spot,2023-09,6936680.062118147
binance,usdt,uah,spot,2023-10,13694960.520523425
binance,usdt,uah,spot,2023-11,12453758.474792236
binance,usdt,uah,spot,2023-12,15807609.68742692
binance,usdt,uah,spot,2024-01,14634890.328552159
binance,usdt,uah,spot,2024-02,15457213.024289891
binance,usdt,uah,spot,2024-03,13721969.469361449
binance,usdt,uah,spot,2024-04,5255354.134338612
binance,usdt,zar,spot,2020-03,563253.8920286443
binance,usdt,zar,spot,2020-04,1311534.9973766552
binance,usdt,zar,spot,2020-05,795781.3180316868
binance,usdt,zar,spot,2020-06,289950.41864489566
binance,usdt,zar,spot,2020-07,661048.9220130165
binance,usdt,zar,spot,2020-08,1057317.759836496
binance,usdt,zar,spot,2020-09,2106373.6550665325
binance,usdt,zar,spot,2020-10,433860.87952351145
binance,usdt,zar,spot,2020-11,1164303.0543780117
binance,usdt,zar,spot,2020-12,1968156.9040060716
binance,usdt,zar,spot,2021-01,4190450.3724915115
binance,usdt,zar,spot,2021-02,5203064.542897568
binance,usdt,zar,spot,2021-03,4521570.735627565
binance,usdt,zar,spot,2021-04,384539.404986002
binance,usdt,zar,spot,2021-05,0.0
binance,usdt,zar,spot,2023-06,7463328.863612798
binance,usdt,zar,spot,2023-07,10779152.791157486
binance,usdt,zar,spot,2023-08,12510240.864713723
binance,usdt,zar,spot,2023-09,11616315.91305568
binance,usdt,zar,spot,2023-10,12089853.99114999
binance,usdt,zar,spot,2023-11,14694080.133904923
binance,usdt,zar,spot,2023-12,11924450.504895875
binance,usdt,zar,spot,2024-01,11977544.260355357
binance,usdt,zar,spot,2024-02,9208600.212195357
binance,usdt,zar,spot,2024-03,15342655.089164311
binance,usdt,zar,spot,2024-04,7590397.490253758
binance.us,usdt,usd,spot,2019-09,1882113.943603
binance.us,usdt,usd,spot,2019-10,24564977.078777
binance.us,usdt,usd,spot,2019-11,10036958.154579
binance.us,usdt,usd,spot,2019-12,6019709.395676
binance.us,usdt,usd,spot,2020-01,12586219.847229
binance.us,usdt,usd,spot,2020-02,26348877.032945
binance.us,usdt,usd,spot,2020-03,24933483.826736
binance.us,usdt,usd,spot,2020-04,16206975.153026
binance.us,usdt,usd,spot,2020-05,15116104.955434
binance.us,usdt,usd,spot,2020-06,18783091.278895
binance.us,usdt,usd,spot,2020-07,48501137.996927
binance.us,usdt,usd,spot,2020-08,71649433.880135
binance.us,usdt,usd,spot,2020-09,63109680.419934
binance.us,usdt,usd,spot,2020-10,43518639.130434
binance.us,usdt,usd,spot,2020-11,135572205.960438
binance.us,usdt,usd,spot,2020-12,336321916.447063
binance.us,usdt,usd,spot,2021-01,1676553527.14677
binance.us,usdt,usd,spot,2021-02,1917711128.922565
binance.us,usdt,usd,spot,2021-03,1913292111.6355
binance.us,usdt,usd,spot,2021-04,2401634586.454924
binance.us,usdt,usd,spot,2021-05,6104033488.072842
binance.us,usdt,usd,spot,2021-06,3270339994.435988
binance.us,usdt,usd,spot,2021-07,733712327.144748
binance.us,usdt,usd,spot,2021-08,726116065.302937
binance.us,usdt,usd,spot,2021-09,944988178.896898
binance.us,usdt,usd,spot,2021-10,992953330.395757
binance.us,usdt,usd,spot,2021-11,788481689.873304
binance.us,usdt,usd,spot,2021-12,427330657.216808
binance.us,usdt,usd,spot,2022-01,323372661.275504
binance.us,usdt,usd,spot,2022-02,243647743.770369
binance.us,usdt,usd,spot,2022-03,420478671.189672
binance.us,usdt,usd,spot,2022-04,270547725.487459
binance.us,usdt,usd,spot,2022-05,803048351.704985
binance.us,usdt,usd,spot,2022-06,202614830.065713
binance.us,usdt,usd,spot,2022-07,182568260.91840202
binance.us,usdt,usd,spot,2022-08,122435993.492508
binance.us,usdt,usd,spot,2022-09,94156723.597054
binance.us,usdt,usd,spot,2022-10,86167522.947943
binance.us,usdt,usd,spot,2022-11,198399821.241056
binance.us,usdt,usd,spot,2022-12,110026945.868904
binance.us,usdt,usd,spot,2023-01,148316621.866763
binance.us,usdt,usd,spot,2023-02,122707733.843166
binance.us,usdt,usd,spot,2023-03,144377820.04016802
binance.us,usdt,usd,spot,2023-04,162827459.4677
binance.us,usdt,usd,spot,2023-05,193721678.2679
binance.us,usdt,usd,spot,2023-06,161509280.988583
binance.us,usdt,usd,spot,2023-07,51686314.6033
binance.us,usdt,usd,spot,2023-08,19161834.3174
binance.us,usdt,usd,spot,2023-09,12512660.1943
binance.us,usdt,usd,spot,2023-10,14636846.0106
binance.us,usdt,usd,spot,2023-11,18769615.6538
binance.us,usdt,usd,spot,2023-12,22704846.243
binance.us,usdt,usd,spot,2024-01,14193991.9898
binance.us,usdt,usd,spot,2024-02,21684946.9655
binance.us,usdt,usd,spot,2024-03,62430397.5126
binance.us,usdt,usd,spot,2024-04,17462450.924000002
bitfinex,usdt,usd,spot,2019-01,168439895.82892877
bitfinex,usdt,usd,spot,2019-02,100813546.52404663
bitfinex,usdt,usd,spot,2019-03,66385437.61536879
bitfinex,usdt,usd,spot,2019-04,129320503.08751372
bitfinex,usdt,usd,spot,2019-05,279273494.1849896
bitfinex,usdt,usd,spot,2019-06,308437353.31036586
bitfinex,usdt,usd,spot,2019-07,254864910.41122794
bitfinex,usdt,usd,spot,2019-08,101919654.9963069
bitfinex,usdt,usd,spot,2019-09,109131335.15868436
bitfinex,usdt,usd,spot,2019-10,94502548.82094401
bitfinex,usdt,usd,spot,2019-11,106028925.35784204
bitfinex,usdt,usd,spot,2019-12,81785026.51796804
bitfinex,usdt,usd,spot,2020-01,110234521.58806926
bitfinex,usdt,usd,spot,2020-02,138068795.3815824
bitfinex,usdt,usd,spot,2020-03,252544034.96087968
bitfinex,usdt,usd,spot,2020-04,101993203.35410033
bitfinex,usdt,usd,spot,2020-05,149360791.24996984
bitfinex,usdt,usd,spot,2020-06,124832233.14309433
bitfinex,usdt,usd,spot,2020-07,364214886.9213268
bitfinex,usdt,usd,spot,2020-08,532223836.98424286
bitfinex,usdt,usd,spot,2020-09,528089257.70176715
bitfinex,usdt,usd,spot,2020-10,577126746.3258345
bitfinex,usdt,usd,spot,2020-11,1297570642.3900826
bitfinex,usdt,usd,spot,2020-12,1820697101.772327
bitfinex,usdt,usd,spot,2021-01,3691069966.910952
bitfinex,usdt,usd,spot,2021-02,3270835552.52154
bitfinex,usdt,usd,spot,2021-03,2711517152.6489024
bitfinex,usdt,usd,spot,2021-04,3637105375.170777
bitfinex,usdt,usd,spot,2021-05,5861977138.551446
bitfinex,usdt,usd,spot,2021-06,3923710128.253439
bitfinex,usdt,usd,spot,2021-07,2810294883.9007835
bitfinex,usdt,usd,spot,2021-08,3164441918.20459
bitfinex,usdt,usd,spot,2021-09,2447743211.178627
bitfinex,usdt,usd,spot,2021-10,2434436198.4364905
bitfinex,usdt,usd,spot,2021-11,3090635333.7981935
bitfinex,usdt,usd,spot,2021-12,2099644681.254437
bitfinex,usdt,usd,spot,2022-01,1357118391.734334
bitfinex,usdt,usd,spot,2022-02,1083590987.8451746
bitfinex,usdt,usd,spot,2022-03,1637729507.7026665
bitfinex,usdt,usd,spot,2022-04,733304385.7115959
bitfinex,usdt,usd,spot,2022-05,2378704222.3593173
bitfinex,usdt,usd,spot,2022-06,2120827245.995544
bitfinex,usdt,usd,spot,2022-07,1067632855.4238039
bitfinex,usdt,usd,spot,2022-08,847733562.6315852
bitfinex,usdt,usd,spot,2022-09,749499088.8868995
bitfinex,usdt,usd,spot,2022-10,464860216.96887493
bitfinex,usdt,usd,spot,2022-11,1197375731.408856
bitfinex,usdt,usd,spot,2022-12,524087347.6145929
bitfinex,usdt,usd,spot,2023-01,578424157.335448
bitfinex,usdt,usd,spot,2023-02,574365283.3797503
bitfinex,usdt,usd,spot,2023-03,953332825.8136243
bitfinex,usdt,usd,spot,2023-04,861720986.6027428
bitfinex,usdt,usd,spot,2023-05,396322847.3867887
bitfinex,usdt,usd,spot,2023-06,510311075.12716377
bitfinex,usdt,usd,spot,2023-07,581222024.9691373
bitfinex,usdt,usd,spot,2023-08,877103595.2731141
bitfinex,usdt,usd,spot,2023-09,709448701.3605336
bitfinex,usdt,usd,spot,2023-10,905811481.0717822
bitfinex,usdt,usd,spot,2023-11,1110628506.8530223
bitfinex,usdt,usd,spot,2023-12,1589957373.0087624
bitfinex,usdt,usd,spot,2024-01,1218835718.751799
bitfinex,usdt,usd,spot,2024-02,1887886280.615524
bitfinex,usdt,usd,spot,2024-03,2968828099.1428714
bitfinex,usdt,usd,spot,2024-04,918342567.7481493
bitstamp,usdt,eur,spot,2021-06,3745494.2850145786
bitstamp,usdt,eur,spot,2021-07,27154995.127512984
bitstamp,usdt,eur,spot,2021-08,62550142.457679585
bitstamp,usdt,eur,spot,2021-09,60989750.53081049
bitstamp,usdt,eur,spot,2021-10,59724271.864533335
bitstamp,usdt,eur,spot,2021-11,96470758.77021557
bitstamp,usdt,eur,spot,2021-12,123691100.59141624
bitstamp,usdt,eur,spot,2022-01,114178383.22827142
bitstamp,usdt,eur,spot,2022-02,81037290.69719706
bitstamp,usdt,eur,spot,2022-03,110375161.65250011
bitstamp,usdt,eur,spot,2022-04,140698367.91284817
bitstamp,usdt,eur,spot,2022-05,170846239.42672828
bitstamp,usdt,eur,spot,2022-06,141146716.69174546
bitstamp,usdt,eur,spot,2022-07,113624142.6836402
bitstamp,usdt,eur,spot,2022-08,104750798.26388629
bitstamp,usdt,eur,spot,2022-09,137856318.02651808
bitstamp,usdt,eur,spot,2022-10,136909314.35261214
bitstamp,usdt,eur,spot,2022-11,166347701.637721
bitstamp,usdt,eur,spot,2022-12,149579117.8060791
bitstamp,usdt,eur,spot,2023-01,189743307.14462066
bitstamp,usdt,eur,spot,2023-02,173564631.1252104
bitstamp,usdt,eur,spot,2023-03,240216800.15010524
bitstamp,usdt,eur,spot,2023-04,224291349.87045002
bitstamp,usdt,eur,spot,2023-05,262360180.0543724
bitstamp,usdt,eur,spot,2023-06,253477636.15258715
bitstamp,usdt,eur,spot,2023-07,292721084.4097006
bitstamp,usdt,eur,spot,2023-08,302159932.4953407
bitstamp,usdt,eur,spot,2023-09,288351970.8039871
bitstamp,usdt,eur,spot,2023-10,226553313.71268234
bitstamp,usdt,eur,spot,2023-11,232833076.46144298
bitstamp,usdt,eur,spot,2023-12,298603664.13098925
bitstamp,usdt,eur,spot,2024-01,332412637.04331636
bitstamp,usdt,eur,spot,2024-02,296475888.31251824
bitstamp,usdt,eur,spot,2024-03,416461071.0464233
bitstamp,usdt,eur,spot,2024-04,240816803.16043386
bitstamp,usdt,usd,spot,2021-06,13407828.489142828
bitstamp,usdt,usd,spot,2021-07,39519015.601758406
bitstamp,usdt,usd,spot,2021-08,58664049.50654186
bitstamp,usdt,usd,spot,2021-09,66122374.99088357
bitstamp,usdt,usd,spot,2021-10,79867830.2664315
bitstamp,usdt,usd,spot,2021-11,51458060.06051762
bitstamp,usdt,usd,spot,2021-12,68723039.80400254
bitstamp,usdt,usd,spot,2022-01,86163236.23413186
bitstamp,usdt,usd,spot,2022-02,31851326.494471345
bitstamp,usdt,usd,spot,2022-03,52836921.56917804
bitstamp,usdt,usd,spot,2022-04,66009922.740786575
bitstamp,usdt,usd,spot,2022-05,72143619.37595056
bitstamp,usdt,usd,spot,2022-06,68675173.72303016
bitstamp,usdt,usd,spot,2022-07,39870205.40206675
bitstamp,usdt,usd,spot,2022-08,29725867.269533005
bitstamp,usdt,usd,spot,2022-09,47523430.222683385
bitstamp,usdt,usd,spot,2022-10,51101212.88363177
bitstamp,usdt,usd,spot,2022-11,127322350.14148754
bitstamp,usdt,usd,spot,2022-12,73960973.78114942
bitstamp,usdt,usd,spot,2023-01,75607765.98295029
bitstamp,usdt,usd,spot,2023-02,66121553.50042016
bitstamp,usdt,usd,spot,2023-03,160029357.7898486
bitstamp,usdt,usd,spot,2023-04,118533714.5104068
bitstamp,usdt,usd,spot,2023-05,124546188.47628726
bitstamp,usdt,usd,spot,2023-06,267890344.70322466
bitstamp,usdt,usd,spot,2023-07,335830953.3648944
bitstamp,usdt,usd,spot,2023-08,243620508.27823493
bitstamp,usdt,usd,spot,2023-09,305165025.1659987
bitstamp,usdt,usd,spot,2023-10,244556574.81395572
bitstamp,usdt,usd,spot,2023-11,302669894.4578576
bitstamp,usdt,usd,spot,2023-12,276768318.723776
bitstamp,usdt,usd,spot,2024-01,645819659.1656933
bitstamp,usdt,usd,spot,2024-02,342264524.41215485
bitstamp,usdt,usd,spot,2024-03,533005824.33735764
bitstamp,usdt,usd,spot,2024-04,259388116.98732337
bittrex,usdt,eur,spot,2020-04,342946.4713463577
bittrex,usdt,eur,spot,2020-05,1109243.366281025
bittrex,usdt,eur,spot,2020-06,990848.7348934653
bittrex,usdt,eur,spot,2020-07,772130.7129862385
bittrex,usdt,eur,spot,2020-08,1264943.7977812341
bittrex,usdt,eur,spot,2020-09,859320.0395529302
bittrex,usdt,eur,spot,2020-10,1160861.8993056118
bittrex,usdt,eur,spot,2020-11,2371979.193017872
bittrex,usdt,eur,spot,2020-12,3318673.6590774474
bittrex,usdt,eur,spot,2021-01,7715239.654585752
bittrex,usdt,eur,spot,2021-02,10560737.22247418
bittrex,usdt,eur,spot,2021-03,8545858.208708415
bittrex,usdt,eur,spot,2021-04,10237368.539007394
bittrex,usdt,eur,spot,2021-05,14848562.940286426
bittrex,usdt,eur,spot,2021-06,5054829.1095877355
bittrex,usdt,eur,spot,2021-07,6700725.586929733
bittrex,usdt,eur,spot,2021-08,22888120.07729905
bittrex,usdt,eur,spot,2021-09,19455362.99551365
bittrex,usdt,eur,spot,2021-10,24540324.534412786
bittrex,usdt,eur,spot,2021-11,146481146.16671786
bittrex,usdt,eur,spot,2021-12,38397300.610006526
bittrex,usdt,eur,spot,2022-01,32648442.260944255
bittrex,usdt,eur,spot,2022-02,24704153.050974343
bittrex,usdt,eur,spot,2022-03,22149694.585572246
bittrex,usdt,eur,spot,2022-04,60731839.409131184
